rating,title,text,timestamp,helpful_vote,verified_purchase,cleaned_title,cleaned_text,combined_text,sentiment,year,Topic
4.0,"Oh, pretty!",The adhesive is good thus far. I really like the colors of this pop socket. Haven’t had issues with the sturdiness or stability of it.,2021-09-24 14:42:55,0,True,oh pretty,adhesive good thus far really like color pop socket havent issue sturdiness stability,oh pretty adhesive good thus far really like color pop socket havent issue sturdiness stability,positive,2021,Screen Protector
1.0,Not worth the money they are asking.,This product feels like a dollar store case.  The case does not feel nice at all.  Im use to nicer cases that cosr just a few dollars more.  The buttons don't stand out much and keep hitting my volume rocker.,2016-07-25 18:14:05,0,True,worth money asking,product feel like dollar store case case feel nice im use nicer case cosr dollar button dont stand much keep hitting volume rocker,worth money asking product feel like dollar store case case feel nice im use nicer case cosr dollar button dont stand much keep hitting volume rocker,positive,2016,Phone Case
4.0,well made,my grandson loves it,2023-01-15 03:27:12,0,True,well made,grandson love,well made grandson love,positive,2023,Screen Protector
5.0,Exactly what I wanted,Phone case is fantastic and exactly as described.,2019-06-06 19:35:20,0,True,exactly wanted,phone case fantastic exactly described,exactly wanted phone case fantastic exactly described,positive,2019,Phone Case
5.0,Love it,It is so cute and beautiful.,2020-09-01 10:02:17,0,True,love,cute beautiful,love cute beautiful,positive,2020,Screen Protector
5.0,"It is waterproof, weighs nothing, phone can be used without removal from case","I received a sample of this Wiszen waterproof phone case for testing and review and I am glad I accepted it. It weighs nothing and is actually very flexible which means it could easily be packed and taken on vacation or stored in the glove box of your car until needed. It comes with two carrying options - an adjustable velcro strap that slides through the handle on the back or a longer lanyard you could wear around your neck or tie to something. I attached it to my saddle on a trail ride in the woods - protection against water splashing up from stream crossings and my phone wasn't at risk of falling out of my pockets in the woods. The case stayed closed and there was no humidity built up inside or on my phone after a small rain shower while we were getting the horses back to the barn.<br /><br />The clear plastic does allow for operation of the touchscreen display and there is a second clear plastic window on the back so you can shoot pictures without removing your phone. The photos are a little fuzzy, but you do have a barrier in front of the lens. No deduction there. My  one issue was using this with my Fire Phone - the four sensors on the front of the Fire Phone detect any covering as a face and black out the screen entirely. Thus making it impossible to use this with that phone inside. Trying it with my old Galaxy Note 1 was not a problem at all. I was also able to fit my driver's license and a few dollars in the case with the phone - very handy.",2015-04-28 16:22:39,0,False,waterproof weighs nothing phone used without removal case,received sample wiszen waterproof phone case testing review glad accepted weighs nothing actually flexible mean could easily packed taken vacation stored glove box car needed come two carrying option adjustable velcro strap slide handle back longer lanyard could wear around neck tie something attached saddle trail ride wood protection water splashing stream crossing phone wasnt risk falling pocket wood case stayed closed humidity built inside phone small rain shower getting horse back barnbr br clear plastic allow operation touchscreen display second clear plastic window back shoot picture without removing phone photo little fuzzy barrier front lens deduction one issue using fire phone four sensor front fire phone detect covering face black screen entirely thus making impossible use phone inside trying old galaxy note 1 problem also able fit driver license dollar case phone handy,waterproof weighs nothing phone used without removal case received sample wiszen waterproof phone case testing review glad accepted weighs nothing actually flexible mean could easily packed taken vacation stored glove box car needed come two carrying option adjustable velcro strap slide handle back longer lanyard could wear around neck tie something attached saddle trail ride wood protection water splashing stream crossing phone wasnt risk falling pocket wood case stayed closed humidity built inside phone small rain shower getting horse back barnbr br clear plastic allow operation touchscreen display second clear plastic window back shoot picture without removing phone photo little fuzzy barrier front lens deduction one issue using fire phone four sensor front fire phone detect covering face black screen entirely thus making impossible use phone inside trying old galaxy note 1 problem also able fit driver license dollar case phone handy,positive,2015,Phone Case
4.0,Used this during the storm and it worked great!,"My daughter was able to charge her phone 3 times on this power bank and it still had a charge left.  The electricity came back on so I don't know if it would have charged the phone another time.  I'm only mentioning this part because my daughter loves unicorns, but they are ugly.  That is not important to the function, but just might needs to be mentioned.  It's a good thing she happens to love the underdog.",2019-08-05 21:22:18,0,False,used storm worked great,daughter able charge phone 3 time power bank still charge left electricity came back dont know would charged phone another time im mentioning part daughter love unicorn ugly important function might need mentioned good thing happens love underdog,used storm worked great daughter able charge phone 3 time power bank still charge left electricity came back dont know would charged phone another time im mentioning part daughter love unicorn ugly important function might need mentioned good thing happens love underdog,positive,2019,Phone Charger
5.0,Great protective glass,Item as described. My granddaughter loves this product,2020-03-08 01:59:48,0,True,great protective glass,item described granddaughter love product,great protective glass item described granddaughter love product,positive,2020,Screen Protector
5.0,Wife drives for lyft and uber uses this all the time fits in the car ...,Wife drives for lyft and uber uses this all the time fits in the car perfectly and well made great buy!,2018-02-26 14:23:48,1,True,wife drive lyft uber us time fit car,wife drive lyft uber us time fit car perfectly well made great buy,wife drive lyft uber us time fit car wife drive lyft uber us time fit car perfectly well made great buy,positive,2018,Screen Protector
5.0,Nice and soft tips,Excellent product. They work great.,2016-10-16 13:12:46,0,True,nice soft tip,excellent product work great,nice soft tip excellent product work great,positive,2016,Screen Protector
4.0,Nearly perfect!,"This case is excellent at what it needs to be- namely, protect the phone, look nice, all while also conveniently being a mini-wallet. The buttons are still easy to use (plastic is not too stiff, unlike other wallet phone cases I've used), and the cutouts for the camera and speaker keep it from getting in the way of normal operation.<br />The only issue I've had, is the clearance for the headphone jack on the bottom. When we tried to use the AUX input in our car, my wife couldn't get the plug to go in completely because a bit of the plastic shielding around the phone got in the way. After pulling away at it with a fingernail, I managed to get enough clearance for the plug to go the rest of the way in and work properly, but it seems we have to do this every now when using the jack. I thought about using a pocket knife to make the hole bigger in case it happens again, but I'm afraid of going too far and ripping the plastic, which would then cause the phone not to stay in place any longer.<br />Thankfully, my wife doesn't use wired headphones very often so this hasn't gotten in the way of her thoroughly enjoying the case otherwise. I just think it could have been made better to avoid that problem.<br /><br />Another thing that would have been nice (but not expected), is a magnet for auto-wake. The X Power actually has an auto-sleep/wake feature which uses a magnet on their official flip cover! I had read about this &#34;window view&#34; mode which gets enabled with their official LG cases, where there is a stripe of visible vertical screen that shows alerts, time, etc, when the cover is closed (and it eventually times out to sleep). When the cover opens, it wakes up the phone.<br />I tested this with a refrigerator magnet, and sure enough it works! I tried sticking a thin magnet into the wallet section of the case to emulate this functionality, but it wasn't strong enough. I might try using some adhesive with a stronger magnet in the future. Would be super cool if the third party cases had this magnet!",2017-01-24 04:00:06,0,True,nearly perfect,case excellent need namely protect phone look nice also conveniently miniwallet button still easy use plastic stiff unlike wallet phone case ive used cutout camera speaker keep getting way normal operationbr issue ive clearance headphone jack bottom tried use aux input car wife couldnt get plug go completely bit plastic shielding around phone got way pulling away fingernail managed get enough clearance plug go rest way work properly seems every using jack thought using pocket knife make hole bigger case happens im afraid going far ripping plastic would cause phone stay place longerbr thankfully wife doesnt use wired headphone often hasnt gotten way thoroughly enjoying case otherwise think could made better avoid problembr br another thing would nice expected magnet autowake x power actually autosleepwake feature us magnet official flip cover read 34window view34 mode get enabled official lg case stripe visible vertical screen show alert time etc cover closed eventually time sleep cover open wake phonebr tested refrigerator magnet sure enough work tried sticking thin magnet wallet section case emulate functionality wasnt strong enough might try using adhesive stronger magnet future would super cool third party case magnet,nearly perfect case excellent need namely protect phone look nice also conveniently miniwallet button still easy use plastic stiff unlike wallet phone case ive used cutout camera speaker keep getting way normal operationbr issue ive clearance headphone jack bottom tried use aux input car wife couldnt get plug go completely bit plastic shielding around phone got way pulling away fingernail managed get enough clearance plug go rest way work properly seems every using jack thought using pocket knife make hole bigger case happens im afraid going far ripping plastic would cause phone stay place longerbr thankfully wife doesnt use wired headphone often hasnt gotten way thoroughly enjoying case otherwise think could made better avoid problembr br another thing would nice expected magnet autowake x power actually autosleepwake feature us magnet official flip cover read 34window view34 mode get enabled official lg case stripe visible vertical screen show alert time etc cover closed eventually time sleep cover open wake phonebr tested refrigerator magnet sure enough work tried sticking thin magnet wallet section case emulate functionality wasnt strong enough might try using adhesive stronger magnet future would super cool third party case magnet,positive,2017,Phone Case
5.0,Five Stars,works great - kept my phone dry while i was making calls in the ocean.,2015-08-22 20:54:51,0,True,five star,work great kept phone dry making call ocean,five star work great kept phone dry making call ocean,positive,2015,Phone Holder
5.0,Anker is the king of backup batteries,"I have forced at least 15-20 friends to buy Anker batteries over the years, with good reason. The first Anker batteries I bought many years ago still work!!<br /><br />The only reason I buy new ones is because I like faster charging, and USB-C does a great job.<br /><br />When picking a backup battery, make sure you get one that has USB-C with PD. Some of the cheaper batteries only allow you to charge the battery with USB-C, but don’t let you charge your phone the same way, which is a much slower recharge on your phone.<br /><br />Thanks, Anker!",2022-09-11 14:16:42,0,False,anker king backup battery,forced least 1520 friend buy anker battery year good reason first anker battery bought many year ago still workbr br reason buy new one like faster charging usbc great jobbr br picking backup battery make sure get one usbc pd cheaper battery allow charge battery usbc dont let charge phone way much slower recharge phonebr br thanks anker,anker king backup battery forced least 1520 friend buy anker battery year good reason first anker battery bought many year ago still workbr br reason buy new one like faster charging usbc great jobbr br picking backup battery make sure get one usbc pd cheaper battery allow charge battery usbc dont let charge phone way much slower recharge phonebr br thanks anker,positive,2022,Phone Battery
5.0,Husband love the phone case,My husband loved the phone case,2022-11-12 05:54:12,0,True,husband love phone case,husband loved phone case,husband love phone case husband loved phone case,positive,2022,Phone Case
5.0,Love it,Super nice case and simple to snap into place,2019-02-01 16:25:57,1,True,love,super nice case simple snap place,love super nice case simple snap place,positive,2019,Electric Stove
5.0,DOESN'T BLOCK CAMERA! Fits the smallest phones. And one hand spring action!,"Pros:<br />This phone case is a godsend because it doesn't block the camera at all. I can take photo and video of my rides and of fun stuff I encounter. Every other bike phone holder I found blocks the camera and many also block part of the screen. (A few won't block the camera if your phone is tall enough, but it has to be huge)<br />It operates one hand, with spring action - no having to unscrew it every time or needing 2 hands to get it in and out or fiddling with rubber corner straps. (It is the ONLY spring action that also doesn't block camera.)<br />It fits my tiny phone. It is the ONLY spring loaded holder that fits an iphone 5 (and probably the iphone 12 mini too)<br />I tried dozens of holders. Nothing else worked for all three of my criteria: a small phone, one-hand quick operation AND didn't block camera.<br /><br />Cons:<br />I wish that it had a lock because I take it offroad on bumpy terrain.<br />I recommend putting a rubber sticky-back non-slip pad where the back of the phone hits for extra security if you mountain bike.<br />I also added a little grip in the top clip. My phone is TINY though.<br />The clamp that holds it to the handlebar works great but is bigger and bulkier than it needs to be, however it is a typical ball joint connection used in most phone holders and I happened to have another that I swapped.",2021-05-20 01:34:33,0,True,doesnt block camera fit smallest phone one hand spring action,prosbr phone case godsend doesnt block camera take photo video ride fun stuff encounter every bike phone holder found block camera many also block part screen wont block camera phone tall enough hugebr operates one hand spring action unscrew every time needing 2 hand get fiddling rubber corner strap spring action also doesnt block camerabr fit tiny phone spring loaded holder fit iphone 5 probably iphone 12 mini toobr tried dozen holder nothing else worked three criterion small phone onehand quick operation didnt block camerabr br consbr wish lock take offroad bumpy terrainbr recommend putting rubber stickyback nonslip pad back phone hit extra security mountain bikebr also added little grip top clip phone tiny thoughbr clamp hold handlebar work great bigger bulkier need however typical ball joint connection used phone holder happened another swapped,doesnt block camera fit smallest phone one hand spring action prosbr phone case godsend doesnt block camera take photo video ride fun stuff encounter every bike phone holder found block camera many also block part screen wont block camera phone tall enough hugebr operates one hand spring action unscrew every time needing 2 hand get fiddling rubber corner strap spring action also doesnt block camerabr fit tiny phone spring loaded holder fit iphone 5 probably iphone 12 mini toobr tried dozen holder nothing else worked three criterion small phone onehand quick operation didnt block camerabr br consbr wish lock take offroad bumpy terrainbr recommend putting rubber stickyback nonslip pad back phone hit extra security mountain bikebr also added little grip top clip phone tiny thoughbr clamp hold handlebar work great bigger bulkier need however typical ball joint connection used phone holder happened another swapped,positive,2021,Phone Case
5.0,Phone case,Great case can't beat it for the money excellent slim design best value on the market,2020-05-15 04:27:34,0,True,phone case,great case cant beat money excellent slim design best value market,phone case great case cant beat money excellent slim design best value market,positive,2020,Phone Case
5.0,Love it!,"Just as described. Best price ever, $5. Really love it. Easy on and off. I have a white iPhone, so it looks great!!!!",2017-04-04 15:28:26,0,True,love,described best price ever 5 really love easy white iphone look great,love described best price ever 5 really love easy white iphone look great,positive,2017,Phone Holder
1.0,One Star,Price of junk would not even go on my phone. Too much hassle to return for the cost.,2018-04-03 22:31:05,0,True,one star,price junk would even go phone much hassle return cost,one star price junk would even go phone much hassle return cost,positive,2018,Phone Holder
5.0,great case,LOVE this case!! I love the way this case feels and it’s very durable but flexible!,2019-12-13 22:45:50,0,True,great case,love case love way case feel durable flexible,great case love case love way case feel durable flexible,positive,2019,Screen Protector
5.0,LOVE this case!,LOVE IT! This is the best case I have ever purchased. The color is bright and the case is very well made.,2020-05-23 16:00:05,0,True,love case,love best case ever purchased color bright case well made,love case love best case ever purchased color bright case well made,positive,2020,Screen Protector
1.0,Broke after first month,Feel apart after first month.,2021-12-31 17:49:34,1,True,broke first month,feel apart first month,broke first month feel apart first month,positive,2021,Electric Stove
5.0,Super,"Nice packaging, great stylus!",2016-08-09 16:49:40,0,True,super,nice packaging great stylus,super nice packaging great stylus,positive,2016,Screen Protector
5.0,Nice!,"Pretty case, nice quality.",2018-12-27 20:50:27,0,True,nice,pretty case nice quality,nice pretty case nice quality,positive,2018,Electric Stove
5.0,Not all cables are created equal,"Rarely do I have issues with cables when charging my Samsung Galaxy Note 3. I do, however, have problems with many cables when it comes to synching files to and from the Note 3. So when I test cables that is one of the critical tests to which I put it through. This cable does both and that is the main reason why I awarded it five stars.<br /><br />While the charging state displayed by LED color changes is a cool feature, the critical feature for me is reliability. I have not had this review sample long enough to make claims, but based on my examination of the overall cable and connectors I am confident that it will hold up over the long run. The construction is first rate in all critical areas from fit of connectors to cable thickness to strain reliefs.<br /><br />Bottom like: yes, it's cool. But the real value is twofold: (1) synch as well as charges, and (2) is well made and reliable.",2014-11-16 07:05:39,0,False,cable created equal,rarely issue cable charging samsung galaxy note 3 however problem many cable come synching file note 3 test cable one critical test put cable main reason awarded five starsbr br charging state displayed led color change cool feature critical feature reliability review sample long enough make claim based examination overall cable connector confident hold long run construction first rate critical area fit connector cable thickness strain reliefsbr br bottom like yes cool real value twofold 1 synch well charge 2 well made reliable,cable created equal rarely issue cable charging samsung galaxy note 3 however problem many cable come synching file note 3 test cable one critical test put cable main reason awarded five starsbr br charging state displayed led color change cool feature critical feature reliability review sample long enough make claim based examination overall cable connector confident hold long run construction first rate critical area fit connector cable thickness strain reliefsbr br bottom like yes cool real value twofold 1 synch well charge 2 well made reliable,positive,2014,Phone Charger
5.0,Stop Looking and Buy This One. You Won't Find One Better for the Price.,"I teach an after-school photography program and I needed a bunch of tripods for my students. I was tight on cash, so I tried to get the $15 tripod, but that was stupid. They're not meant for SLRs at all. This may have been clear to everyone but me though. After I realized how they weren't going to work for me at all, I scoured Craigslist for a bunch of older Bogen tripods. I spent too much money, but felt good about them. I like finding deals so I paid less than they were worth...but then I found this tripod and realized I had actually wasted a lot of money. The larger, heavier tripods aren't really necessary for what I do. They're great for pros who want to have the biggest, best, and most expensive...which I was, and did, at one point. In my opinion, there's really no need to spend $50-$100 for a used Bogen tripod, or $200+ for a new one. These Ravelli's are sturdy and light weight. The weight is more important that I originally thought too. My students complained about the heavy metal tripods. They wouldn't take them out on their shoots. The Ravelli's are light weight and have the bag...which makes it a lot easier for my students to get out and shoot. Anyways. I really don't think you'll be disappointed with this tripod. I was pleasantly surprised. Frustrated that I spent too much before, but happy that I've found these guys now. Anybody need a used Bogen tripod? :)",2017-03-03 00:07:18,0,False,stop looking buy one wont find one better price,teach afterschool photography program needed bunch tripod student tight cash tried get 15 tripod stupid theyre meant slrs may clear everyone though realized werent going work scoured craigslist bunch older bogen tripod spent much money felt good like finding deal paid less worthbut found tripod realized actually wasted lot money larger heavier tripod arent really necessary theyre great pro want biggest best expensivewhich one point opinion there really need spend 50100 used bogen tripod 200 new one ravellis sturdy light weight weight important originally thought student complained heavy metal tripod wouldnt take shoot ravellis light weight bagwhich make lot easier student get shoot anyways really dont think youll disappointed tripod pleasantly surprised frustrated spent much happy ive found guy anybody need used bogen tripod,stop looking buy one wont find one better price teach afterschool photography program needed bunch tripod student tight cash tried get 15 tripod stupid theyre meant slrs may clear everyone though realized werent going work scoured craigslist bunch older bogen tripod spent much money felt good like finding deal paid less worthbut found tripod realized actually wasted lot money larger heavier tripod arent really necessary theyre great pro want biggest best expensivewhich one point opinion there really need spend 50100 used bogen tripod 200 new one ravellis sturdy light weight weight important originally thought student complained heavy metal tripod wouldnt take shoot ravellis light weight bagwhich make lot easier student get shoot anyways really dont think youll disappointed tripod pleasantly surprised frustrated spent much happy ive found guy anybody need used bogen tripod,positive,2017,Screen Protector
5.0,Recommend this,Works great. Nice appearance,2017-06-18 20:12:45,0,True,recommend,work great nice appearance,recommend work great nice appearance,positive,2017,Electric Stove
5.0,She is not a trucker but loves it for the home office!,We work from home and she is on her cell phone a lot.  The cell phone gets left in another room and I am the one running to find it when it rings.  Now she can lay it down in a central location and not have to look for it.  I was concerned that wearing it might give her a headache.  It was comfy and gave her no problems.<br /><br />She really loves this new set.  She can hear me in one ear and the phone in the other.<br /><br />A great addition for anyone that spends a lot of their time on the phone.  She is very happy that I ordered it for her.  Treat yourself or a loved one and order one.,2019-09-23 21:53:53,4,False,trucker love home office,work home cell phone lot cell phone get left another room one running find ring lay central location look concerned wearing might give headache comfy gave problemsbr br really love new set hear one ear phone otherbr br great addition anyone spends lot time phone happy ordered treat loved one order one,trucker love home office work home cell phone lot cell phone get left another room one running find ring lay central location look concerned wearing might give headache comfy gave problemsbr br really love new set hear one ear phone otherbr br great addition anyone spends lot time phone happy ordered treat loved one order one,positive,2019,Phone Holder
5.0,HATOSHI Motorola Moto G Power Case 2020,"Excellent case, light weight, good quality, easy installation, protects Moto Power cell and fits perfectly.",2021-05-10 22:46:16,0,True,hatoshi motorola moto g power case 2020,excellent case light weight good quality easy installation protects moto power cell fit perfectly,hatoshi motorola moto g power case 2020 excellent case light weight good quality easy installation protects moto power cell fit perfectly,positive,2021,Phone Charger
5.0,great,"daughter loves, great service",2015-02-08 18:43:26,0,True,great,daughter love great service,great daughter love great service,positive,2015,Screen Protector
2.0,Fits but doesn’t look like photos,Doesn’t look as advertised to be honest but it fits well. Material is a bit rough as well,2021-06-09 20:47:37,0,True,fit doesnt look like photo,doesnt look advertised honest fit well material bit rough well,fit doesnt look like photo doesnt look advertised honest fit well material bit rough well,positive,2021,Screen Protector
5.0,Great for shoppers,I am a IC shopper and these is handy for keeping my card and cell for handy but hands-free while shopping.,2022-02-17 21:54:33,0,True,great shopper,ic shopper handy keeping card cell handy handsfree shopping,great shopper ic shopper handy keeping card cell handy handsfree shopping,positive,2022,Phone Holder
4.0,"Mostly a great case, but don't rely on the hook!",I have a galaxy note phone with a slip over-wrap style case on the phone.  This case hold it pretty well.  Even though I don't use it  often the stylus works well.  My only complaint is the part where the hook is looped onto the case did not last at all.  But I generally use the full belt loop anyways.  Besides that this thing is wearing well.,2014-08-02 19:09:51,0,True,mostly great case dont rely hook,galaxy note phone slip overwrap style case phone case hold pretty well even though dont use often stylus work well complaint part hook looped onto case last generally use full belt loop anyways besides thing wearing well,mostly great case dont rely hook galaxy note phone slip overwrap style case phone case hold pretty well even though dont use often stylus work well complaint part hook looped onto case last generally use full belt loop anyways besides thing wearing well,positive,2014,Phone Case
5.0,Worth the money,"So far so good. It is light weight, fits tightly and has saved my phone 3x. Can't beat the case for the price. Plus it charges on my wireless charger. Recommend it !",2017-12-27 18:23:13,0,True,worth money,far good light weight fit tightly saved phone 3x cant beat case price plus charge wireless charger recommend,worth money far good light weight fit tightly saved phone 3x cant beat case price plus charge wireless charger recommend,positive,2017,Phone Case
5.0,Great purchase,Great purchase love the band,2021-12-06 07:18:27,0,True,great purchase,great purchase love band,great purchase great purchase love band,positive,2021,Screen Protector
5.0,Goodnprice,Nice for money,2019-06-15 10:21:20,0,True,goodnprice,nice money,goodnprice nice money,positive,2019,Electric Stove
4.0,Love it!,It certainly cleans up all the cables crisscrossing all over! Looks great!,2020-01-23 07:33:40,0,True,love,certainly clean cable crisscrossing look great,love certainly clean cable crisscrossing look great,positive,2020,Screen Protector
5.0,"Good hold, works well",Got it for my husband....might get one for me too....He streams games from his pc to his phone and uses the controllers to play all kinds of different games.  Great for gaming on the go.,2022-04-26 19:08:37,0,True,good hold work well,got husbandmight get one toohe stream game pc phone us controller play kind different game great gaming go,good hold work well got husbandmight get one toohe stream game pc phone us controller play kind different game great gaming go,positive,2022,Phone Holder
1.0,Do NOT buy,Junk. Broke several months later.,2019-09-21 01:38:33,0,True,buy,junk broke several month later,buy junk broke several month later,neutral,2019,Phone Holder
5.0,"Great provider, they also have awesome options on how ...","Great provider, they also have awesome options on how many minutes, texts or data you need .You can pick fresh every month, very convenient and a great idea!! Love it",2018-04-09 22:05:15,2,True,great provider also awesome option,great provider also awesome option many minute text data need pick fresh every month convenient great idea love,great provider also awesome option great provider also awesome option many minute text data need pick fresh every month convenient great idea love,positive,2018,Phone Holder
5.0,Say goodbye to dropping your phone.,I was having issue with carpal tunnel in my hands. Holding a phone for 5 minutes has become painful. I would also find myself dropping my phone at least 5 times a day if not more due to general clumsiness.<br />All that is gone now with the popsocket. I am late to join this party....but so glad i finally did. My phone is now sturdy in my hands at all times.<br />And the design is so cute. Try this product out. I bet you will wonder how you survived without it.,2019-04-01 17:55:02,1,True,say goodbye dropping phone,issue carpal tunnel hand holding phone 5 minute become painful would also find dropping phone least 5 time day due general clumsinessbr gone popsocket late join partybut glad finally phone sturdy hand timesbr design cute try product bet wonder survived without,say goodbye dropping phone issue carpal tunnel hand holding phone 5 minute become painful would also find dropping phone least 5 time day due general clumsinessbr gone popsocket late join partybut glad finally phone sturdy hand timesbr design cute try product bet wonder survived without,negative,2019,Phone Holder
5.0,Wow - fancy schmancy!!,"Wow - this is very &#34;bling-y&#34;!  It's bound to get the conversation started and to produce oohs and aahs!  It fits the IPhone 7 perfectly, and makes the phone very easy to find in a deep, dark handbag.  And, of course, seeing the Kate Spade logo makes a great impression.  Very happy with this addition to my IPhone!",2016-11-10 18:16:58,0,False,wow fancy schmancy,wow 34blingy34 bound get conversation started produce oohs aahs fit iphone 7 perfectly make phone easy find deep dark handbag course seeing kate spade logo make great impression happy addition iphone,wow fancy schmancy wow 34blingy34 bound get conversation started produce oohs aahs fit iphone 7 perfectly make phone easy find deep dark handbag course seeing kate spade logo make great impression happy addition iphone,positive,2016,Phone Holder
5.0,Love it!,"My family has been stealing my car chargers - and I was left with no proof because they were always black and looked like everybody else’s!  This beautiful white charger charges fast and has a long grey cord - not like anyone elses!  So, I’m all set.  It looks really well-made and I’m totally pleased!",2020-02-21 01:16:37,0,False,love,family stealing car charger left proof always black looked like everybody elses beautiful white charger charge fast long grey cord like anyone elses im set look really wellmade im totally pleased,love family stealing car charger left proof always black looked like everybody elses beautiful white charger charge fast long grey cord like anyone elses im set look really wellmade im totally pleased,positive,2020,Screen Protector
3.0,Not what it says,Said it had a USB port but does not,2022-10-27 19:17:09,0,True,say,said usb port,say said usb port,neutral,2022,Phone Charger
5.0,Solid Spinner ring! Love it!,"This is a high quality product that is made to last. It has nice resistance when being adjusted and it feels sturdy during use. I use it all the time and it's holding up well. The spinner ring, while unnecessary, is fun to play with.",2019-11-18 14:30:03,0,False,solid spinner ring love,high quality product made last nice resistance adjusted feel sturdy use use time holding well spinner ring unnecessary fun play,solid spinner ring love high quality product made last nice resistance adjusted feel sturdy use use time holding well spinner ring unnecessary fun play,positive,2019,Electric Stove
5.0,Cheapest cover I've Owned and the Best!,I drop my phone a lot. I am very clumsy with it so I have been buying all the top brand cases with all the brand prices.  Never again.  This bright silicone case is perfect.  have dropped my phone a few times and it has not suffered a scratch.  I got a few of these as stocking stuffers.,2021-11-19 00:39:15,0,True,cheapest cover ive owned best,drop phone lot clumsy buying top brand case brand price never bright silicone case perfect dropped phone time suffered scratch got stocking stuffer,cheapest cover ive owned best drop phone lot clumsy buying top brand case brand price never bright silicone case perfect dropped phone time suffered scratch got stocking stuffer,positive,2021,Phone Case
4.0,Good but not as fast as it claims.,"This product is really good, but it isn't 5X faster like it claims. It is faster, no doubt about it, but it did take 2 hours to charge my phone from completely dead to 75%. Compare that to only a 40% car-charge for the same length of time. However, from 75% to 100% took about 15 minutes. The charge is solid, too. I don't know about how fast it will charge 5 devices or even 2. I only charged one phone The cord is definitely long enough to reach the seats in back of the driver. Not long enough to reach the row in back.<br /><br />The package is not convenient to keep the cord in. You'll need a sock or something to store it in the glove compartment or in the compartment in your door.<br /><br />It works really well.",2017-08-12 05:13:05,0,False,good fast claim,product really good isnt 5x faster like claim faster doubt take 2 hour charge phone completely dead 75 compare 40 carcharge length time however 75 100 took 15 minute charge solid dont know fast charge 5 device even 2 charged one phone cord definitely long enough reach seat back driver long enough reach row backbr br package convenient keep cord youll need sock something store glove compartment compartment doorbr br work really well,good fast claim product really good isnt 5x faster like claim faster doubt take 2 hour charge phone completely dead 75 compare 40 carcharge length time however 75 100 took 15 minute charge solid dont know fast charge 5 device even 2 charged one phone cord definitely long enough reach seat back driver long enough reach row backbr br package convenient keep cord youll need sock something store glove compartment compartment doorbr br work really well,positive,2017,Phone Charger
4.0,Decent,Lasted about 9 months then the lock button broke off. Decent product but costing scrapes off like crazy.  I shredded this case. Protected my phone tho,2020-05-26 05:14:42,0,True,decent,lasted 9 month lock button broke decent product costing scrape like crazy shredded case protected phone tho,decent lasted 9 month lock button broke decent product costing scrape like crazy shredded case protected phone tho,negative,2020,Phone Case
4.0,These made my iPhone look pretty,Spice up your camera,2021-10-23 18:10:43,0,True,made iphone look pretty,spice camera,made iphone look pretty spice camera,positive,2021,Phone Holder
5.0,"Works well, easy to put on and remove",I've been using these protectors for a couple of months now and they're pretty great! You can pop them off and on pretty easily so you can change colors to match your mood or outfit if that's something you like to do. The one issue is that water gets trapped between the case and the screen if you use it in the shower or swimming which makes the touch screen act up but I don't think the touch screen works well in water anyway. I just make sure to remove it and dry both pieces off.,2021-05-19 21:24:50,3,True,work well easy put remove,ive using protector couple month theyre pretty great pop pretty easily change color match mood outfit thats something like one issue water get trapped case screen use shower swimming make touch screen act dont think touch screen work well water anyway make sure remove dry piece,work well easy put remove ive using protector couple month theyre pretty great pop pretty easily change color match mood outfit thats something like one issue water get trapped case screen use shower swimming make touch screen act dont think touch screen work well water anyway make sure remove dry piece,positive,2021,Screen Protector
5.0,Very heavy duty and looks nice!,I love this phone case! It’s very heavy duty and has the built in screen protector. It even has a kickstand. It looks sweet too!,2021-03-11 20:23:23,0,True,heavy duty look nice,love phone case heavy duty built screen protector even kickstand look sweet,heavy duty look nice love phone case heavy duty built screen protector even kickstand look sweet,positive,2021,Screen Protector
5.0,"So Far, So Good","As many people, I've had a handful of these external batteries.  One that I loved got left in an airplane and another one just doesn't have a lot of juice.  Plus, my other batteries have been strange sizes and shapes, so I figured this one would be a great option for things like my kindle and phone.  I do like how thin and rectangular this batter pack is, but it is a little heavier than you expect.  This charger is also really slippery, strangely enough.  I've wondered about putting a rubber sticker of some sort so that it doesn't slide when holding it with my phone or kindle.  I think that would just help it stay put when you're holding it with your device or just to keep it from sliding off the counter.  That might sound strange, but it just needs a way to stay put.  Overall, I really like it and will be using it a lot!",2020-01-02 05:00:04,1,False,far good,many people ive handful external battery one loved got left airplane another one doesnt lot juice plus battery strange size shape figured one would great option thing like kindle phone like thin rectangular batter pack little heavier expect charger also really slippery strangely enough ive wondered putting rubber sticker sort doesnt slide holding phone kindle think would help stay put youre holding device keep sliding counter might sound strange need way stay put overall really like using lot,far good many people ive handful external battery one loved got left airplane another one doesnt lot juice plus battery strange size shape figured one would great option thing like kindle phone like thin rectangular batter pack little heavier expect charger also really slippery strangely enough ive wondered putting rubber sticker sort doesnt slide holding phone kindle think would help stay put youre holding device keep sliding counter might sound strange need way stay put overall really like using lot,positive,2020,Phone Battery
